Especie,Latitud,Longitud,Fecha,Tamaño,Peso,Profundidad,Temperatura del agua,Salinidad,Oxígeno disuelto,Clorofila,Tipo de fondo marino,Presencia de depredadores,Dieta principal,Tipo de hábitat,Migratorio,Velocidad de nado,Color predominante,Tipo de agua,Método de avistamiento,Sexo,Edad estimada,Estado de conservación,Número de aletas,Presencia de parásitos,Dieta reciente
Pez Espada,-25.501978406615777,-176.78211207550265,2023-01-24,27.733859456517916,35.34368679022283,429.75103150744604,16.097707288246422,36.21041899158931,3.0785978851834654,2.766341616381628,lodo,sí,moluscos,profundo,no,16.885654309621536,amarillo,salada,sonar,femenino,14,no amenazado,5,no,moluscos
Pez Payaso,-49.53444184332177,-76.19307532156978,2023-01-08,101.26515420781548,8.794357310810275,481.3647042168385,6.334745328857531,35.05969202969057,6.598673940542689,2.3851465881498957,roca,sí,crustáceos,pelágico,sí,4.262868112090439,amarillo,salobre,visual,masculino,4,no amenazado,2,sí,algas
Pez Payaso,38.07088321994519,-174.98243566435738,2023-03-23,118.70241231134004,33.39335301204109,176.54408492477086,20.439380756108456,39.24506911138671,9.029869579606896,1.8510975319889995,roca,no,moluscos,pelágico,no,16.691387391784236,verde,salobre,red,indeterminado,21,en peligro,7,no,peces pequeños
Bacalao,-20.40095047242062,-45.174737642922594,2022-10-31,104.05115443050482,43.79149307836987,478.74107124619076,15.892012403384053,34.7848485626439,9.725629893211845,0.3991543121368065,coral,no,peces pequeños,arrecife,no,9.090055866970362,azul,salobre,sonar,femenino,3,no amenazado,7,sí,peces pequeños
Tiburón Blanco,-41.36256204772055,-157.34213948197876,2023-02-22,113.69413511531661,40.05126269521443,399.8933927900924,17.283829965451524,31.67972977058821,2.7035845096658875,2.3915511117919053,roca,no,peces pequeños,costero,sí,2.607648130416097,verde,salada,red,indeterminado,24,crítico,6,no,algas
Pez Payaso,-41.30125943189115,-165.8694271858885,2023-03-29,197.7642459590716,38.15004513953287,16.39134449012429,28.72426859881426,37.79853232989611,9.598598793165259,1.0725437965469873,coral,no,crustáceos,costero,sí,9.558995397411731,amarillo,dulce,red,femenino,36,crítico,3,sí,moluscos
Pez Espada,5.6018276460952166,60.97730186683799,2022-10-20,177.84228509662236,8.486139342496354,298.0351626713643,16.42687471489086,35.13774533654294,7.8116354116524525,0.5449314310272193,arena,sí,crustáceos,arrecife,sí,21.708942785231915,verde,dulce,sonar,masculino,18,crítico,3,sí,algas
Tiburón Blanco,49.29205505339371,146.46286419943846,2022-10-21,75.51986227330009,9.935893471024308,183.45525808777177,24.91318681056418,31.170689330301265,7.797152270572046,2.966487633225913,roca,sí,peces pequeños,arrecife,sí,5.505338206118647,amarillo,salada,visual,masculino,46,vulnerable,6,sí,moluscos
Pez Espada,-35.49775327298084,-32.620830011179464,2022-12-06,119.26586885433896,27.611964521758527,17.97159341820362,6.472814050387503,34.61592271230796,3.1805796924606566,0.3642185391526098,roca,no,peces pequeños,pelágico,no,12.543768537723613,amarillo,dulce,red,femenino,11,no amenazado,5,sí,moluscos
Pez Espada,-40.03782190503405,121.23735489933574,2022-10-30,20.05598225518415,29.217227824242634,266.2200383492879,16.975973791560662,36.87394828632178,6.606635434137648,2.1829880023276416,coral,no,plancton,arrecife,no,9.083045975905797,amarillo,salobre,visual,masculino,39,crítico,6,no,algas
Pez Espada,-6.1696119597909345,-169.46443399113105,2023-07-03,93.72242024726935,47.20939114911749,292.8237233622982,19.66737085626938,32.95837929298116,4.868575914571406,1.123639726606673,roca,sí,peces pequeños,pelágico,sí,20.092459904251626,azul,dulce,visual,masculino,18,no amenazado,7,no,peces pequeños
Tiburón Blanco,6.333125384079544,99.96842014926568,2023-08-11,49.49736011515431,23.699726065499497,126.86314666096716,7.830777308856772,39.11973369549085,6.684507841309762,2.53990310702077,coral,sí,crustáceos,costero,sí,15.171838733665759,verde,salada,visual,masculino,33,vulnerable,6,sí,plancton
Salmón,-20.561964112205956,-157.39200276375928,2023-03-24,148.04490633961876,15.473879059437914,469.9999957279983,12.5558329858567,38.499581848722,7.899167402599538,1.6871444142757257,coral,no,peces pequeños,costero,sí,10.539144888915866,rojo,dulce,sonar,femenino,45,crítico,5,sí,plancton
Pez Espada,-19.747790748613358,121.83819235104659,2023-03-07,59.79612397405007,9.943259105915768,305.61666434768193,23.48984125716565,35.67894932004855,3.4671675128288673,2.6824098650484705,arena,no,plancton,pelágico,no,11.16333921917018,verde,dulce,red,femenino,15,no amenazado,2,no,peces pequeños
Bacalao,-7.552349815105053,137.65188415394306,2023-08-06,154.8012161920895,3.1814623158575412,88.80586303190105,9.59766636809114,30.54372073408888,3.223643791069623,1.7076734253398438,arena,no,moluscos,costero,sí,22.636371587675534,azul,salada,red,masculino,7,crítico,7,sí,crustáceos
Pez Payaso,-18.5854384849394,102.95058325763313,2022-10-25,76.36877011641312,3.8983519343261497,360.9071726584867,8.211284310430045,35.83264410710592,4.854737514740327,1.0384017709611353,roca,sí,moluscos,pelágico,no,6.680664626016672,azul,dulce,red,indeterminado,29,crítico,4,sí,moluscos
Pez Payaso,41.53315835685167,115.46964878806403,2023-01-11,186.64915183604765,28.92126285571167,250.0706372634804,12.481887757339301,34.15604792112023,7.138567135728299,2.885514827799497,lodo,no,moluscos,profundo,sí,2.5441423914719543,gris,dulce,red,femenino,35,no amenazado,3,sí,peces pequeños
Pez Payaso,-45.804542870937105,22.1344438796348,2023-07-27,100.17498830624233,9.224966925099116,237.14378866477702,26.474042020034133,37.24068671731907,7.390418149551283,1.4222501266321639,coral,sí,crustáceos,profundo,no,21.4063109466888,rojo,dulce,visual,indeterminado,19,vulnerable,2,no,crustáceos
Tiburón Blanco,-26.542984012972536,-84.6414206702453,2022-09-14,171.11318954129285,42.655046222341205,417.4320981292422,24.07358749211601,32.67031062959623,6.870616850151081,2.565806078252174,coral,no,peces pequeños,costero,no,12.195065235517513,rojo,dulce,visual,masculino,23,vulnerable,5,no,peces pequeños
Bacalao,30.85527962274213,51.563160957948014,2023-06-19,133.06988054702236,30.02535507967499,69.95171943066322,24.42003944527482,36.057635233810586,8.795792679375737,2.535995344537993,coral,no,moluscos,profundo,sí,1.6863732273578913,gris,salobre,red,indeterminado,40,crítico,3,sí,peces pequeños
Bacalao,33.395812466495684,-21.7650063325099,2023-03-02,195.93167868262464,43.311884613686125,246.00238234791343,13.061438064317434,35.54437167980839,7.878861405567634,1.731511528003633,lodo,sí,moluscos,arrecife,no,22.66638902012151,gris,dulce,red,indeterminado,45,crítico,2,sí,crustáceos
Bacalao,-38.84449210357989,-178.07883806914344,2022-11-25,153.69009512817522,21.659360696845376,390.60076425352383,7.473476597145421,35.26850561665622,6.037653021150579,1.5526847792068668,lodo,sí,peces pequeños,pelágico,sí,15.880659420892924,verde,salobre,red,femenino,7,vulnerable,3,no,peces pequeños
Bacalao,47.37634500127167,-8.342745683459384,2023-04-03,150.9865980160494,29.99096125258593,330.53383099074574,5.798818696181683,31.15911381726772,5.860163139596343,0.956422795681519,coral,no,moluscos,pelágico,no,6.671879626405987,verde,dulce,sonar,masculino,34,no amenazado,5,sí,plancton
Bacalao,19.335484989910896,54.427652838196394,2022-12-11,67.67587684087735,26.508701005549742,3.701415068813842,19.654960603563694,34.89885458413153,8.381626444829719,1.7265371308866282,coral,sí,peces pequeños,costero,sí,17.61298152289144,verde,salobre,red,masculino,49,en peligro,7,no,plancton
Salmón,-22.74069440164044,-175.00188251112453,2023-04-23,110.87475517505726,49.34049910833468,393.9378454799938,22.557139755476236,35.506223526996855,9.071750909056906,1.7664543470959342,arena,sí,peces pequeños,pelágico,sí,7.069762778122716,azul,salobre,visual,indeterminado,26,no amenazado,6,no,algas
Bacalao,-4.396213518554546,43.689720998936764,2023-04-14,72.22046396341491,39.942584715542296,472.3912855030494,14.447278457991306,39.27657718784495,8.792677799327608,0.7968204735537621,coral,sí,moluscos,costero,sí,10.06262277226613,amarillo,dulce,visual,indeterminado,17,no amenazado,2,sí,crustáceos
Bacalao,-20.286138043203284,54.91148623806828,2022-09-22,23.472818663312665,29.972304068661803,352.62974858604304,18.221544193818534,34.60864001095443,5.970767690887261,2.4337686337860873,arena,sí,crustáceos,pelágico,sí,9.1544669477823,verde,dulce,sonar,indeterminado,48,vulnerable,6,no,peces pequeños
Tiburón Blanco,-34.997775014558066,-123.08127183399716,2023-01-23,147.90535987722203,30.526006470825564,438.0745615223841,11.975096768968413,36.398649155734645,6.633536496117696,1.0787197642545674,roca,no,plancton,pelágico,no,18.768285279068,rojo,salada,red,masculino,27,crítico,4,sí,algas
Tiburón Blanco,-20.882193525108484,-24.813293343656568,2023-01-13,62.45056994676836,12.815684776540873,181.0450477616254,14.107555449265861,35.69245797001591,8.290499969569032,2.2867750538542,roca,no,crustáceos,costero,no,3.105517194525553,verde,dulce,sonar,femenino,39,no amenazado,2,sí,moluscos
Bacalao,8.009193748961842,167.1597363200877,2022-11-01,91.51832546170175,36.87027069927838,175.95096974996957,23.24540340894379,31.952452677462585,6.634969071432266,2.965177520716585,arena,no,crustáceos,pelágico,sí,7.403041613200607,amarillo,dulce,sonar,femenino,46,vulnerable,3,no,plancton
Salmón,32.59696948354687,138.30812200792167,2023-03-30,71.23498169129593,49.15022671696385,161.11140049685855,22.95550551570495,31.844092613250574,3.798916177139776,2.9868386448457116,coral,sí,peces pequeños,profundo,no,22.57776121789608,verde,salobre,sonar,indeterminado,15,crítico,4,no,crustáceos
Bacalao,-13.647092511042281,-32.10428777102902,2023-06-09,55.93445416345708,6.906849624550627,367.74974404855004,5.702292651612199,37.393981282777844,9.094411253533876,2.603612455057691,coral,no,moluscos,costero,no,22.169196623369057,azul,salada,visual,femenino,46,vulnerable,3,sí,plancton
Bacalao,-15.209845945215825,-54.05534351130402,2022-11-16,32.08147838907562,32.044429299470416,471.090912370629,28.60578914077138,35.23063938568332,5.946909270630414,2.585204407276621,roca,sí,crustáceos,costero,sí,24.28162730724343,amarillo,salada,visual,indeterminado,25,en peligro,6,sí,plancton
Bacalao,-3.1999298918677397,-135.33095484833183,2023-06-03,80.82018357883155,26.135125415254574,442.8149848850912,11.725297909823762,38.96032935604782,9.856532992630003,2.437312776138694,roca,sí,moluscos,costero,no,1.1589554612010855,azul,salada,red,femenino,40,crítico,4,no,crustáceos
Pez Espada,14.45555999643463,-167.33192956554248,2023-02-20,34.71408623381646,42.59535403820795,75.9567364608437,27.689662506850222,39.0815523305357,6.425981650949764,2.1220647424857266,lodo,sí,plancton,costero,sí,3.312705698850241,azul,salada,visual,indeterminado,6,no amenazado,2,no,plancton
Salmón,25.161626243230927,-72.91340012085166,2023-01-21,117.25744527258013,0.5023200546845221,313.42775975728244,17.797420855374618,32.97075775541063,5.095490560173198,0.6335486296632917,roca,sí,crustáceos,arrecife,no,24.219198278261707,azul,salada,visual,indeterminado,22,no amenazado,3,no,crustáceos
Pez Payaso,-17.320049520052613,158.5020049496058,2022-12-02,23.53233867706483,7.260951926478826,497.9831814841366,17.479550401946593,31.015268848725853,3.7063351079093936,0.41311005420378033,coral,sí,peces pequeños,costero,sí,7.579251867807513,rojo,salobre,red,masculino,39,crítico,2,no,crustáceos
Bacalao,8.635246782513896,165.1008424801202,2022-12-22,189.20357833571475,2.335102912885109,148.3888403054838,16.265329091155834,33.44080572548205,4.759239902187835,1.7590964408197136,lodo,sí,moluscos,arrecife,no,18.321477648910317,gris,salada,red,masculino,37,vulnerable,6,no,peces pequeños
Pez Payaso,-11.063915871911753,112.50696260745946,2023-06-20,193.96550350148178,8.565196784312906,317.757611714437,28.060684753298926,30.67038750969786,3.764894286288899,2.0621435065661653,roca,no,peces pequeños,pelágico,no,23.693337337570085,gris,salobre,red,masculino,27,no amenazado,5,sí,algas
Salmón,21.6399850363386,-53.70306713285058,2022-11-14,74.83769269334641,35.542845876273084,453.4052912774463,10.202699610332136,37.812547543065875,9.373048758964597,1.2616681702031691,arena,no,moluscos,pelágico,sí,20.80785695055831,gris,dulce,sonar,indeterminado,3,en peligro,3,no,moluscos
Bacalao,-33.53250794829792,-128.29448416243997,2022-12-22,66.83503534516458,7.4137355069247715,449.8745219153027,20.291129303361043,31.461816293845676,6.8039495179700005,2.85131965518323,coral,no,moluscos,pelágico,no,9.944365718564672,rojo,salobre,sonar,masculino,11,vulnerable,2,sí,moluscos
Pez Payaso,-24.307513494870392,34.39205121804454,2023-06-23,38.792935946324214,31.305387044150883,161.41616583106776,12.944540185619012,38.66359495812993,8.561501735515257,0.8281584357741089,arena,no,crustáceos,profundo,sí,15.637818444661887,rojo,salobre,red,indeterminado,3,vulnerable,6,no,moluscos
Pez Payaso,-7.393958015725019,52.741802594225305,2023-07-28,182.88540678452037,43.47618500715142,47.8685325510359,27.88096549064923,34.15327203531443,3.6663563085116584,0.8297054123542009,lodo,sí,peces pequeños,arrecife,no,10.863885417070003,azul,salobre,red,indeterminado,13,no amenazado,6,sí,moluscos
Salmón,38.941478992136766,-27.153515071582547,2022-12-20,125.63550655398276,2.2138661178018637,323.3584705763753,9.233513586443827,32.786037847199026,2.4966162507054674,2.6196919030955548,roca,no,crustáceos,pelágico,sí,8.085627911169968,gris,salada,visual,masculino,4,crítico,4,sí,plancton
Bacalao,7.332578935069023,68.99284640111051,2022-12-03,129.8224861396592,1.8259275860662636,473.5367815403215,21.904744310631447,35.01518759244157,5.351235735163282,1.575806991263509,roca,sí,moluscos,profundo,no,18.705524599971024,gris,dulce,red,masculino,27,no amenazado,6,no,crustáceos
Pez Espada,46.53961189814116,88.8054788346247,2023-01-26,181.25416326835963,49.49748957823659,254.483880201705,15.543960976917182,36.054700755593984,9.489859579983026,0.20433862986056783,lodo,sí,peces pequeños,costero,sí,24.53202337555592,verde,salobre,red,femenino,14,crítico,4,no,moluscos
Salmón,-39.67223147189162,101.90219888692081,2022-12-07,183.94162289418773,33.827090994916695,229.3959899228932,21.53057164277681,37.01543419751865,2.9044482709651342,0.6681561078993206,coral,no,moluscos,arrecife,no,11.568611344920182,amarillo,salada,visual,indeterminado,4,en peligro,3,sí,plancton
Pez Espada,-3.9824586349065143,0.8273200887026064,2022-10-12,169.10150054789196,7.464413476249235,432.1102552413516,8.940187928864685,33.38182276576331,8.308754711851124,1.738752747630264,lodo,sí,plancton,costero,sí,14.019258941000801,verde,salada,visual,indeterminado,32,no amenazado,2,no,moluscos
Bacalao,-8.092146995461583,104.99067992150401,2023-01-14,159.219480997939,15.681253500762022,212.87374285804876,14.841477146738246,39.82970800100207,2.4736036083894453,1.0452909617995652,arena,no,peces pequeños,pelágico,sí,11.151606695533815,gris,salada,visual,femenino,19,vulnerable,4,sí,plancton
Pez Payaso,10.02061764059684,-170.82848654299556,2023-06-17,177.90342001399708,49.257755087014466,340.78342346213395,7.681562912207722,34.22287280248086,3.3214697215052107,1.5192472259304843,roca,sí,moluscos,profundo,sí,24.41105717805683,azul,dulce,visual,femenino,43,no amenazado,4,no,moluscos
Salmón,31.196460870757818,64.94557202599307,2022-12-17,177.67470920321406,11.747220415669855,194.93253651138048,29.219424557309637,38.344682533741754,7.839591441064999,2.4024855531403406,arena,sí,plancton,pelágico,sí,18.281414693710072,azul,salobre,red,indeterminado,42,crítico,2,sí,algas
Salmón,34.144802558306026,-95.17177546182725,2023-05-06,86.3560741289419,37.764914973841194,189.19160894375494,10.349810104330091,30.348676702304132,3.687875487206978,1.5356014361651746,lodo,no,peces pequeños,arrecife,sí,12.816136115844984,verde,salada,sonar,femenino,34,vulnerable,6,sí,peces pequeños
Salmón,17.01946087055083,-82.61269499244483,2022-09-23,195.21041959621715,12.438512818708316,94.71597510540751,29.830653155831772,37.779631307245765,2.176263243340057,1.4489904314357491,coral,no,crustáceos,profundo,no,19.14435358027749,amarillo,dulce,visual,indeterminado,44,no amenazado,5,sí,plancton
Tiburón Blanco,14.153636424555359,-147.13138562157638,2023-07-07,147.64379836887005,20.224147708954924,45.137383481101516,15.462453941416271,35.51338147230724,3.7551965733528254,0.6104494266251371,coral,sí,peces pequeños,pelágico,no,4.143042850215712,rojo,dulce,sonar,femenino,47,no amenazado,6,sí,moluscos
Bacalao,44.90295420448075,-110.73878510645545,2023-04-05,86.63769812227916,44.0948604614595,442.6951772811006,6.788728171930018,36.396256089331835,7.862236736203638,0.524249718043484,arena,sí,moluscos,pelágico,sí,1.3166613549393749,gris,dulce,visual,masculino,49,crítico,3,sí,crustáceos
Tiburón Blanco,-11.63125983615754,177.12296388072104,2023-05-20,99.5689131095916,1.9077275914663203,91.42869229380584,5.439379564073028,33.72878773476251,6.257380662631578,1.3518159033044974,lodo,sí,plancton,profundo,sí,12.998729388264119,gris,dulce,visual,femenino,8,crítico,3,no,crustáceos
Salmón,33.27833141884882,-30.459552997148904,2023-07-19,143.6835904906648,15.70814038974267,32.04698269089807,19.973909300255478,35.448406050280894,6.377824350787945,0.7078466469783015,arena,no,moluscos,profundo,sí,17.482267163808494,gris,salada,visual,masculino,4,crítico,2,no,crustáceos
Salmón,42.150372709229416,153.99554352792677,2023-03-13,84.99780373424225,24.616039065831885,291.5717463676907,20.368241407796795,39.32220452759714,5.283445002372149,1.2612588428682259,roca,no,plancton,arrecife,no,3.0463717455199046,rojo,salada,red,femenino,34,en peligro,7,no,moluscos
Pez Espada,-0.8460755734803058,-121.35616985059269,2023-03-30,168.78038816360294,31.46198952242868,273.45237740578784,18.119829104924236,33.86036770297395,3.16660820222406,1.7400945274305977,roca,no,moluscos,arrecife,no,6.952289288068031,azul,dulce,red,femenino,24,no amenazado,7,no,moluscos
Tiburón Blanco,22.910257860330034,-106.53881684453296,2022-08-24,46.65145181446574,1.8979619205961678,284.31059494963995,6.659979380088538,31.057660370641248,3.724388811704565,0.4263228808280186,arena,sí,plancton,costero,sí,24.548950991250674,amarillo,salobre,visual,masculino,44,crítico,6,sí,plancton
Pez Payaso,-12.29801433290939,20.812807373425642,2023-01-24,183.3669737679733,20.828212838713657,234.5843391621439,13.287609216854868,37.20512648795964,3.4811897856935587,0.6697309145787206,arena,no,moluscos,profundo,no,4.813070382629663,azul,salada,sonar,indeterminado,4,vulnerable,3,no,plancton
Bacalao,-34.112098580459595,-54.16828528353031,2023-02-21,74.21555213058963,17.542215504300426,71.82623975684928,13.976770158506495,35.051640044203666,7.657414357786649,2.585718886587006,lodo,sí,peces pequeños,pelágico,no,4.4494391679847505,rojo,salobre,visual,indeterminado,32,no amenazado,5,sí,peces pequeños
Pez Payaso,8.650388147242523,51.8094750869266,2023-04-13,47.48830136176357,1.829896794959968,11.436501716684315,22.620418318145088,34.24941339471023,8.776733276600172,1.9370384000892242,coral,sí,crustáceos,arrecife,sí,9.73916274304346,azul,salada,red,femenino,4,en peligro,5,sí,algas
Pez Payaso,-30.352834915046813,-28.063232740645077,2023-07-28,174.4443706602842,18.090701682985127,24.160549684990595,15.471368129993516,37.778182803839954,3.900212413323568,2.2599751073206518,arena,no,peces pequeños,pelágico,sí,24.98166154164527,azul,salada,visual,masculino,32,crítico,6,no,moluscos
Bacalao,-4.240086919613098,112.1750054875663,2023-08-07,63.1033830084418,46.61857031126757,471.63042577184393,19.324177754586294,35.621768280969974,3.3801869008449295,1.517024107005394,coral,no,moluscos,profundo,no,8.09418480926967,verde,salada,visual,indeterminado,20,no amenazado,3,sí,crustáceos
Salmón,37.287931332833324,-24.63873437840985,2023-07-15,171.81123284892823,14.094107915302857,266.395275104369,12.158258546088529,36.31380695645757,4.013596766157409,2.0977759234072195,coral,no,crustáceos,costero,no,5.486899434464309,rojo,dulce,visual,masculino,4,en peligro,6,sí,peces pequeños
Pez Espada,-41.39818124363195,26.045705677775004,2022-09-03,73.32759262076169,29.486769227118977,200.4607468061668,23.149543387032846,39.26075990119008,9.510302343127446,1.356580376587342,lodo,no,peces pequeños,arrecife,no,4.839452013500171,verde,salobre,visual,masculino,23,crítico,4,sí,crustáceos
Salmón,-46.95714643353504,-64.41364799145765,2023-01-02,188.0955717777482,15.255737514779643,206.00507626224268,6.16914787246912,30.585110055175836,3.7089601481715953,0.47571901454963705,lodo,sí,moluscos,arrecife,no,19.948558719691597,rojo,salobre,sonar,masculino,26,crítico,3,sí,algas
Salmón,10.647784738188761,73.45475547791546,2023-01-05,59.433975164236024,5.779972971220019,326.44547874760934,29.712606421528136,32.62382094210791,7.519754634802169,1.368134667414805,coral,sí,plancton,pelágico,sí,20.975913155072874,gris,salada,sonar,masculino,38,en peligro,4,sí,algas
Tiburón Blanco,-16.893867340510496,55.70431522765708,2022-09-03,32.536998392960236,14.841312261993812,188.9547260194967,21.03731469074265,38.98221459301355,2.9339192423195355,1.915680817633846,roca,sí,peces pequeños,profundo,sí,18.00987271201141,verde,dulce,sonar,masculino,43,vulnerable,2,sí,plancton
Pez Payaso,-8.206229307408478,-37.079628201339204,2022-11-02,188.57560940163,23.802577376046273,398.4330741757209,8.72152940421844,37.92727954621795,7.282115019757657,0.8334291499841049,roca,sí,moluscos,pelágico,no,22.116219645761294,rojo,dulce,red,indeterminado,23,vulnerable,4,no,plancton
Pez Payaso,-9.428941134166848,-80.62844299538524,2022-10-26,49.81263360385752,15.162315693398766,130.71151571707864,22.93727042649909,31.885985468606314,3.9561509332088907,2.1411464404464677,roca,no,peces pequeños,arrecife,no,22.615872174783757,gris,dulce,sonar,femenino,46,en peligro,3,sí,crustáceos
Pez Payaso,-41.33797709904364,41.07757493530764,2023-02-05,189.94385751000954,31.396381397126035,184.26230561129523,24.663929169910183,31.69118209812935,8.69742193221482,0.4872693306168241,roca,sí,peces pequeños,arrecife,sí,19.911014379666067,amarillo,dulce,red,masculino,24,en peligro,3,sí,moluscos
Pez Espada,-49.643356732040544,159.53459371596279,2023-06-30,168.31592302130056,47.47989173810664,467.5634110296846,24.714899851273298,38.251366760154305,2.1858068315978585,0.7719773559535018,coral,no,crustáceos,profundo,sí,16.370725445897698,gris,salada,sonar,masculino,25,en peligro,2,sí,moluscos
Pez Espada,39.84232428642643,-132.24851135042343,2022-12-15,34.746570148994294,3.928942418846087,130.88155342478086,11.768303975278613,35.5286384618535,6.002062511684615,2.2036062418494775,coral,no,crustáceos,costero,sí,19.393170008066736,amarillo,salobre,sonar,femenino,5,no amenazado,5,no,crustáceos
Pez Espada,-28.22014390962536,107.68198260440175,2023-07-03,100.1243358097284,35.99171585337939,331.1313627914591,28.96594284470992,38.60339755557658,7.306527234620977,0.7809431283651743,lodo,no,peces pequeños,arrecife,no,24.003709280821212,gris,salobre,red,indeterminado,16,crítico,2,no,peces pequeños
Bacalao,-7.392100813571169,15.477038210912639,2022-09-29,33.21193846432081,0.5621921511685026,182.9190707854668,5.443447019501509,39.176841299393544,7.948031474223978,1.9242075221409967,lodo,sí,plancton,profundo,no,18.017880795197595,amarillo,dulce,red,masculino,41,crítico,3,sí,algas
Pez Espada,47.192579667107864,9.201490262589289,2022-10-22,79.36158163012604,0.550564203001936,236.1273599117451,14.495986176756116,30.695432840124685,9.202821115463728,2.147032656865497,arena,no,crustáceos,arrecife,no,18.62554223661744,azul,dulce,visual,indeterminado,5,en peligro,3,sí,moluscos
Tiburón Blanco,32.67625819836523,166.20629312735252,2022-12-23,83.27055408319761,7.079508058161626,23.548954738012476,7.605454254311959,39.69778293311251,7.006820225263905,0.7158063741945577,roca,no,peces pequeños,pelágico,no,8.877763369458265,verde,dulce,sonar,masculino,30,en peligro,3,no,algas
Tiburón Blanco,-39.20691447372978,38.114927124680435,2022-11-25,127.93399945896324,24.256559957585658,84.4497111133989,14.621485151662768,37.164735887620104,3.0288459651009934,1.5649519301408206,arena,sí,peces pequeños,arrecife,sí,12.270516192507,azul,salada,red,masculino,23,no amenazado,7,no,moluscos
Salmón,0.8519031612585692,118.98641798946647,2022-12-16,195.66120221176024,2.876199728284281,51.85447929513472,6.430624928357144,38.344656603063385,7.788140893350411,2.832058991380349,coral,sí,plancton,pelágico,sí,24.05799319799841,verde,salada,sonar,masculino,12,vulnerable,4,no,peces pequeños
Salmón,23.007902649501602,5.21180959525077,2023-03-15,50.55741921936063,36.246512504189404,422.5128587177711,21.124493236516628,36.30334111467326,6.224379379146689,1.8162363234932006,arena,sí,crustáceos,arrecife,sí,22.228802108069797,amarillo,salada,sonar,indeterminado,5,vulnerable,7,sí,crustáceos
Salmón,19.83927849992125,-90.05278778816785,2023-03-04,79.24717365478618,1.949436483575611,480.88393785302117,6.56152892088569,33.051617564337576,2.796937702189849,0.20761093182293155,arena,sí,moluscos,arrecife,no,4.167974611834573,verde,dulce,visual,femenino,41,crítico,3,sí,plancton
Salmón,26.084185240447027,70.01649772491945,2022-09-23,125.67844895861549,25.023872848964295,34.919332542168775,20.396169807764004,35.99430809257481,3.12282856615671,0.6664396697504542,roca,no,moluscos,arrecife,sí,2.8324583361126394,amarillo,dulce,visual,masculino,14,vulnerable,2,no,algas
Tiburón Blanco,-4.254534511196475,152.34368559984142,2023-04-28,50.85575395752749,33.966882563857745,39.34603932692947,10.852106472595683,35.158703940251,8.626993752726964,2.478687878694886,lodo,no,peces pequeños,profundo,no,11.629061682469674,rojo,salada,visual,masculino,25,no amenazado,4,no,crustáceos
Salmón,-32.407707066971795,122.8428344196272,2023-04-02,147.92773920656944,12.25875499665103,276.5323020512932,9.478696889811769,39.320747260654436,6.524303629379704,1.4857227200850927,arena,no,moluscos,costero,sí,4.8336321464838585,amarillo,salobre,visual,indeterminado,44,no amenazado,2,no,crustáceos
Tiburón Blanco,-3.512755608062733,-108.58910175356952,2023-04-04,92.6587488595467,29.175257787385053,252.51342746304366,13.675021598136945,35.55030367125819,3.26259474098745,0.30274754168242846,coral,sí,plancton,costero,no,24.03484647282934,rojo,salobre,visual,masculino,46,vulnerable,5,no,peces pequeños
Pez Espada,14.788724917329205,-65.91991713762592,2023-04-21,190.92301321435707,13.458180040811676,325.63549425694396,21.024025721778823,30.27894658202794,8.307731905503715,1.1407745566362648,coral,no,peces pequeños,costero,no,18.971507121680062,rojo,salada,visual,masculino,1,no amenazado,3,sí,moluscos
Pez Espada,10.859208660516792,6.077042630523948,2023-04-10,133.3767701388307,11.097814403955823,368.6661119127773,19.45501220807946,36.860951997980905,6.6918352018075185,2.17145909000481,lodo,no,plancton,costero,no,21.054326024346373,verde,salobre,visual,masculino,20,crítico,2,no,moluscos
Bacalao,-42.94779462113926,25.777186284983486,2022-10-29,85.3545280178171,41.01027601045052,398.8125133790235,22.011789891582733,30.505405442560047,3.339064262868911,2.257783428968489,arena,no,peces pequeños,arrecife,no,16.592651498377325,gris,salobre,sonar,femenino,27,no amenazado,5,sí,algas
Salmón,-43.504756591780826,-110.22691879492983,2022-12-02,149.50516179237565,16.97921039339168,75.39260674227495,27.97452449727693,39.44000787451397,5.598186847944916,1.8044839391228256,arena,sí,crustáceos,costero,no,19.84618275490496,azul,dulce,red,indeterminado,41,no amenazado,5,sí,moluscos
Pez Espada,46.52578311552119,-97.19555759454076,2022-09-12,170.97582403819123,40.791988564895675,19.88002888950458,10.082579462827525,34.865926543130556,9.431480088449085,2.2796559289763874,roca,sí,moluscos,pelágico,sí,6.044890064352431,gris,salada,visual,femenino,28,vulnerable,3,no,peces pequeños
Pez Espada,-34.81945449602289,93.17918485275709,2022-11-10,164.08635752531032,11.237015883038376,444.69027745945124,15.333927820230215,39.68007699662995,8.011869197657923,1.3301397659901606,roca,sí,plancton,profundo,sí,24.68583153964129,gris,salobre,red,femenino,17,vulnerable,6,no,plancton
Pez Payaso,-20.553753598827807,82.9142700173793,2023-07-18,67.29759094316309,18.11534574062557,235.30090596317675,11.645515410106565,30.258646775180928,5.094783528828747,1.4817262748942621,roca,sí,peces pequeños,costero,no,14.986007935430097,gris,dulce,red,masculino,36,no amenazado,7,no,algas
